"gene_id","gene_name","seq_name","gene_biotype","description"
"ENSG00000089154","GCN1","12","protein_coding","GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]"
"ENSG00000266704","MIR4498","12","miRNA","microRNA 4498 [Source:HGNC Symbol;Acc:HGNC:41838]"
"ENSG00000089157","RPLP0","12","protein_coding","ribosomal protein lateral stalk subunit P0 [Source:HGNC Symbol;Acc:HGNC:10371]"
"ENSG00000255857","PXN-AS1","12","lncRNA","PXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44123]"
"ENSG00000089159","PXN","12","protein_coding","paxillin [Source:HGNC Symbol;Acc:HGNC:9718]"
"ENSG00000286067","AC004263.2","12","lncRNA","novel transcript, antisense to PXN"
"ENSG00000275936","AC004263.1","12","lncRNA","novel transcript, antisense to PXN"
"ENSG00000240925","RPS20P31","12","processed_pseudogene","ribosomal protein S20 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:35767]"
"ENSG00000123009","NME2P1","12","processed_pseudogene","NME/NM23 nucleoside diphosphate kinase 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31358]"
"ENSG00000202538","RNU4-2","12","snRNA","RNA, U4 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10193]"
"ENSG00000200795","RNU4-1","12","snRNA","RNA, U4 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10192]"
"ENSG00000089163","SIRT4","12","protein_coding","sirtuin 4 [Source:HGNC Symbol;Acc:HGNC:14932]"
"ENSG00000252659","RNU6-1088P","12","snRNA","RNA, U6 small nuclear 1088, pseudogene [Source:HGNC Symbol;Acc:HGNC:48051]"
"ENSG00000170890","PLA2G1B","12","protein_coding","phospholipase A2 group IB [Source:HGNC Symbol;Acc:HGNC:9030]"
"ENSG00000135097","MSI1","12","protein_coding","musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]"
"ENSG00000239881","RPS27P25","12","transcribed_processed_pseudogene","ribosomal protein S27 pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:36020]"
"ENSG00000256695","AC003982.1","12","lncRNA","novel transcript"
"ENSG00000111775","COX6A1","12","protein_coding","cytochrome c oxidase subunit 6A1 [Source:HGNC Symbol;Acc:HGNC:2277]"
"ENSG00000111780","AL021546.1","12","protein_coding","novel protein"
"ENSG00000170855","TRIAP1","12","protein_coding","TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]"
"ENSG00000257218","GATC","12","protein_coding","glutamyl-tRNA amidotransferase subunit C [Source:HGNC Symbol;Acc:HGNC:25068]"
"ENSG00000219355","RPL31P52","12","processed_pseudogene","ribosomal protein L31 pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:36607]"
"ENSG00000111786","SRSF9","12","protein_coding","serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]"
"ENSG00000088986","DYNLL1","12","protein_coding","dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]"
"ENSG00000248008","NRAV","12","lncRNA","negative regulator of antiviral response [Source:HGNC Symbol;Acc:HGNC:48588]"
"ENSG00000278344","AC063943.1","12","lncRNA","novel transcript"
"ENSG00000110871","COQ5","12","protein_coding","coenzyme Q5, methyltransferase [Source:HGNC Symbol;Acc:HGNC:28722]"
"ENSG00000222601","Y_RNA","12","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000241030","RPL29P24","12","processed_pseudogene","ribosomal protein L29 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:35616]"
"ENSG00000022840","RNF10","12","protein_coding","ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]"
"ENSG00000167272","POP5","12","protein_coding","POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]"
"ENSG00000242137","RPL11P5","12","processed_pseudogene","ribosomal protein L11 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:36849]"
"ENSG00000256008","AC125616.1","12","lncRNA","novel transcript, antisense to CABP1"
"ENSG00000157782","CABP1","12","protein_coding","calcium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1384]"
"ENSG00000110917","MLEC","12","protein_coding","malectin [Source:HGNC Symbol;Acc:HGNC:28973]"
"ENSG00000256364","AC069234.2","12","lncRNA","novel transcript, antisense to MLEC"
"ENSG00000277423","AC069234.5","12","lncRNA","novel transcript"
"ENSG00000276188","AC069234.4","12","lncRNA","novel transcript"
"ENSG00000175970","UNC119B","12","protein_coding","unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]"
"ENSG00000256569","AC069234.3","12","lncRNA","novel transcript, antisense to UNC119B"
"ENSG00000284143","MIR4700","12","miRNA","microRNA 4700 [Source:HGNC Symbol;Acc:HGNC:41806]"
"ENSG00000122971","ACADS","12","protein_coding","acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]"
"ENSG00000255946","AC069234.1","12","lncRNA","novel transcript"
"ENSG00000157837","SPPL3","12","protein_coding","signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:HGNC:30424]"
"ENSG00000213137","ARF1P2","12","processed_pseudogene","ADP ribosylation factor 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39883]"
"ENSG00000286493","AC069214.1","12","lncRNA","novel transcript"
"ENSG00000231313","CLIC1P1","12","processed_pseudogene","chloride intracellular channel 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32691]"
"ENSG00000244585","RPL12P33","12","processed_pseudogene","ribosomal protein L12 pseudogene 33 [Source:HGNC Symbol;Acc:HGNC:35696]"
"ENSG00000241388","HNF1A-AS1","12","lncRNA","HNF1A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26785]"
"ENSG00000135100","HNF1A","12","protein_coding","HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621]"
"LRG_522","HNF1A","12","LRG_gene","HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621]"
"ENSG00000157895","C12orf43","12","protein_coding","chromosome 12 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25719]"
"ENSG00000135114","OASL","12","protein_coding","2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]"
"ENSG00000283542","OASL2P","12","unitary_pseudogene","2'-5' oligoadenylate synthetase like 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:53738]"
"ENSG00000256963","AC079602.2","12","processed_pseudogene","pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish) ( PPDPF) pseudogene"
"ENSG00000279001","AC079602.3","12","TEC","novel transcript"
"ENSG00000201945","SNORA70","12","snoRNA","Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]"
"ENSG00000223538","AC079602.1","12","processed_pseudogene","ribosomal protein L10 (RPL10)"
"ENSG00000089041","P2RX7","12","protein_coding","purinergic receptor P2X 7 [Source:HGNC Symbol;Acc:HGNC:8537]"
"ENSG00000286248","AC069209.2","12","lncRNA","novel transcript, antisense to P2RX7"
"ENSG00000274029","AC069209.1","12","lncRNA","novel transcript"
"ENSG00000135124","P2RX4","12","protein_coding","purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]"
"ENSG00000110931","CAMKK2","12","protein_coding","calcium/calmodulin dependent protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:1470]"
"ENSG00000089053","ANAPC5","12","protein_coding","anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]"
"ENSG00000258435","AC048337.1","12","lncRNA","novel transcript"
"ENSG00000170633","RNF34","12","protein_coding","ring finger protein 34 [Source:HGNC Symbol;Acc:HGNC:17297]"
"ENSG00000089094","KDM2B","12","protein_coding","lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610]"
"ENSG00000284402","MIR7107","12","miRNA","microRNA 7107 [Source:HGNC Symbol;Acc:HGNC:50006]"
"ENSG00000256742","KDM2B-DT","12","lncRNA","KDM2B divergent transcript [Source:HGNC Symbol;Acc:HGNC:53287]"
"ENSG00000252393","RNU6-1004P","12","snRNA","RNA, U6 small nuclear 1004, pseudogene [Source:HGNC Symbol;Acc:HGNC:47967]"
"ENSG00000276045","ORAI1","12","protein_coding","ORAI calcium release-activated calcium modulator 1 [Source:HGNC Symbol;Acc:HGNC:25896]"
"ENSG00000139714","MORN3","12","protein_coding","MORN repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:29807]"
"ENSG00000286586","AC084018.4","12","lncRNA","novel transcript"
"ENSG00000188735","TMEM120B","12","protein_coding","transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]"
"ENSG00000139725","RHOF","12","protein_coding","ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]"
"ENSG00000212694","LINC01089","12","lncRNA","long intergenic non-protein coding RNA 1089 [Source:HGNC Symbol;Acc:HGNC:27886]"
"ENSG00000272849","AC084018.1","12","lncRNA","novel transcript"
"ENSG00000274292","AC084018.2","12","lncRNA","novel transcript"
"ENSG00000139718","SETD1B","12","protein_coding","SET domain containing 1B, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29187]"
"ENSG00000158104","HPD","12","protein_coding","4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]"
"ENSG00000256811","AC079360.1","12","lncRNA","novel transcript"
"ENSG00000278084","AC069503.3","12","lncRNA","novel transcript"
"ENSG00000287493","AC069503.4","12","lncRNA","novel transcript"
"ENSG00000110801","PSMD9","12","protein_coding","proteasome 26S subunit, non-ATPase 9 [Source:HGNC Symbol;Acc:HGNC:9567]"
"ENSG00000256950","AC069503.2","12","protein_coding","novel transcript"
"ENSG00000283389","Metazoa_SRP","12","misc_RNA","Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]"
"ENSG00000239082","RNU7-170P","12","snRNA","RNA, U7 small nuclear 170 pseudogene [Source:HGNC Symbol;Acc:HGNC:45704]"
"ENSG00000158023","WDR66","12","protein_coding","WD repeat domain 66 [Source:HGNC Symbol;Acc:HGNC:28506]"
"ENSG00000255856","AC069503.1","12","lncRNA","novel transcript"
"ENSG00000110987","BCL7A","12","protein_coding","BAF chromatin remodeling complex subunit BCL7A [Source:HGNC Symbol;Acc:HGNC:1004]"
"ENSG00000256546","AC156455.1","12","lncRNA","novel transcript"
"ENSG00000175727","MLXIP","12","protein_coding","MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]"
"ENSG00000158113","LRRC43","12","protein_coding","leucine rich repeat containing 43 [Source:HGNC Symbol;Acc:HGNC:28562]"
"ENSG00000204671","IL31","12","protein_coding","interleukin 31 [Source:HGNC Symbol;Acc:HGNC:19372]"
"ENSG00000176383","B3GNT4","12","protein_coding","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:15683]"
"ENSG00000284934","AC048338.2","12","protein_coding","Diablo homolog, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9NR28]"
"ENSG00000184047","DIABLO","12","protein_coding","diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]"
"ENSG00000256861","AC048338.1","12","protein_coding","novel protein"
"ENSG00000139719","VPS33A","12","protein_coding","VPS33A core subunit of CORVET and HOPS complexes [Source:HGNC Symbol;Acc:HGNC:18179]"
"ENSG00000130779","CLIP1","12","protein_coding","CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461]"
"ENSG00000214760","RPL21P1","12","processed_pseudogene","ribosomal protein L21 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10314]"
"ENSG00000257097","CLIP1-AS1","12","lncRNA","CLIP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48586]"
"ENSG00000033030","ZCCHC8","12","protein_coding","zinc finger CCHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]"
"ENSG00000252192","AC127002.1","12","snoRNA","NULL"
"ENSG00000275265","AC127002.2","12","lncRNA","novel transcript"
"ENSG00000111011","RSRC2","12","protein_coding","arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]"
"ENSG00000184445","KNTC1","12","protein_coding","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]"
"ENSG00000255972","AC026333.1","12","processed_pseudogene","chemokine (C-C motif) receptor-like 2 (CCRL2) pseudogene"
"ENSG00000274191","AC026333.4","12","lncRNA","novel transcript"
"ENSG00000256249","AC026333.3","12","lncRNA","novel transcript"
"ENSG00000182782","HCAR2","12","protein_coding","hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]"
"ENSG00000255398","HCAR3","12","protein_coding","hydroxycarboxylic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:16824]"
"ENSG00000196917","HCAR1","12","protein_coding","hydroxycarboxylic acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4532]"
"ENSG00000256044","AC026333.2","12","processed_pseudogene","novel transcript"
"ENSG00000139726","DENR","12","protein_coding","density regulated re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:2769]"
"ENSG00000206914","Y_RNA","12","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000130783","CCDC62","12","protein_coding","coiled-coil domain containing 62 [Source:HGNC Symbol;Acc:HGNC:30723]"
"ENSG00000130787","HIP1R","12","protein_coding","huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]"
"ENSG00000139722","VPS37B","12","protein_coding","VPS37B subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:25754]"
"ENSG00000256152","AC027290.1","12","lncRNA","novel transcript"
"ENSG00000280138","AC027290.2","12","TEC","novel transcript"
"ENSG00000150967","ABCB9","12","protein_coding","ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]"
"ENSG00000111325","OGFOD2","12","protein_coding","2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25823]"
"ENSG00000256028","AC026362.1","12","lncRNA","novel transcript"
"ENSG00000182196","ARL6IP4","12","protein_coding","ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]"
"ENSG00000090975","PITPNM2","12","protein_coding","phosphatidylinositol transfer protein membrane associated 2 [Source:HGNC Symbol;Acc:HGNC:21044]"
"ENSG00000265526","MIR4304","12","miRNA","microRNA 4304 [Source:HGNC Symbol;Acc:HGNC:38276]"
"ENSG00000251497","PITPNM2-AS1","12","lncRNA","PITPNM2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53391]"
"ENSG00000280381","AC026362.2","12","TEC","novel transcript"
"ENSG00000051825","MPHOSPH9","12","protein_coding","M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]"
"ENSG00000280120","AC073857.1","12","TEC","novel transcript"
"ENSG00000130921","C12orf65","12","protein_coding","chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]"
"ENSG00000111328","CDK2AP1","12","protein_coding","cyclin dependent kinase 2 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:14002]"
"ENSG00000269980","AC068768.1","12","lncRNA","novel transcript, antisense to CDK2AP1"
"ENSG00000199845","RNA5SP375","12","rRNA_pseudogene","RNA, 5S ribosomal pseudogene 375 [Source:HGNC Symbol;Acc:HGNC:43275]"
"ENSG00000139697","SBNO1","12","protein_coding","strawberry notch homolog 1 [Source:HGNC Symbol;Acc:HGNC:22973]"
"ENSG00000207189","Y_RNA","12","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000256092","SBNO1-AS1","12","lncRNA","SBNO1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54355]"
"ENSG00000284425","MIR8072","12","miRNA","microRNA 8072 [Source:HGNC Symbol;Acc:HGNC:50174]"
"ENSG00000183955","KMT5A","12","protein_coding","lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]"
"ENSG00000150977","RILPL2","12","protein_coding","Rab interacting lysosomal protein like 2 [Source:HGNC Symbol;Acc:HGNC:28787]"
"ENSG00000270445","AC145423.1","12","processed_pseudogene","COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis) (COPS5) pseudogene"
"ENSG00000184209","SNRNP35","12","protein_coding","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]"
"ENSG00000188026","RILPL1","12","protein_coding","Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]"
"ENSG00000274427","AC145423.2","12","lncRNA","novel transcript, sense intronic to RILPL1"
"ENSG00000278112","AC145423.3","12","lncRNA","novel transcript, sense intronic to RILPL1"
"ENSG00000266655","MIR3908","12","miRNA","microRNA 3908 [Source:HGNC Symbol;Acc:HGNC:38991]"
"ENSG00000247373","TMED2-DT","12","lncRNA","TMED2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53346]"
"ENSG00000086598","TMED2","12","protein_coding","transmembrane p24 trafficking protein 2 [Source:HGNC Symbol;Acc:HGNC:16996]"
"ENSG00000111364","DDX55","12","protein_coding","DEAD-box helicase 55 [Source:HGNC Symbol;Acc:HGNC:20085]"
"ENSG00000206897","SNORA9B","12","snoRNA","small nucleolar RNA, H/ACA box 9B [Source:HGNC Symbol;Acc:HGNC:52223]"
"ENSG00000111361","EIF2B1","12","protein_coding","eukaryotic translation initiation factor 2B subunit alpha [Source:HGNC Symbol;Acc:HGNC:3257]"
"ENSG00000111358","GTF2H3","12","protein_coding","general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]"
"ENSG00000279953","AC117503.3","12","TEC","novel transcript"
"ENSG00000278861","AC117503.2","12","TEC","novel transcript"
"ENSG00000168778","TCTN2","12","protein_coding","tectonic family member 2 [Source:HGNC Symbol;Acc:HGNC:25774]"
"ENSG00000255839","AC117503.1","12","lncRNA","novel transcript"
"ENSG00000185344","ATP6V0A2","12","protein_coding","ATPase H+ transporting V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]"
"ENSG00000286092","AC117503.5","12","lncRNA","novel transcript, antisense to ATP6V0A2"
"ENSG00000239215","RPL27P12","12","processed_pseudogene","ribosomal protein L27 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:36736]"
"ENSG00000280300","AC117503.4","12","TEC","novel transcript"
"ENSG00000197653","DNAH10","12","protein_coding","dynein axonemal heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:2941]"
"ENSG00000119242","CCDC92","12","protein_coding","coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]"
"ENSG00000250091","DNAH10OS","12","lncRNA","dynein axonemal heavy chain 10 opposite strand [Source:HGNC Symbol;Acc:HGNC:37121]"
"ENSG00000270130","AC068790.7","12","lncRNA","novel transcript, sense intronic to CCDC92"
"ENSG00000270048","AC068790.4","12","lncRNA","novel transcript, sense intronic to CCDC92"
"ENSG00000269997","AC068790.3","12","lncRNA","novel transcript, sense intronic to CCDC92"
"ENSG00000269938","AC068790.2","12","lncRNA","novel transcript, sense intronic to CCDC92"
"ENSG00000270061","AC068790.5","12","lncRNA","novel transcript, sense intronic to CCDC92"
"ENSG00000270095","AC068790.6","12","lncRNA","novel transcript, sense intronic to CCDC92"
"ENSG00000179195","ZNF664","12","protein_coding","zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406]"
"ENSG00000274874","AC068790.8","12","lncRNA","novel protein"
"ENSG00000178882","RFLNA","12","protein_coding","refilin A [Source:HGNC Symbol;Acc:HGNC:27051]"
"ENSG00000256827","AC068790.1","12","processed_pseudogene","spindle and kinetochore associated complex subunit 2 (SKA2)"
"ENSG00000275389","AC068790.9","12","lncRNA","novel transcript"
"ENSG00000256596","AC026358.1","12","lncRNA","novel transcript"
"ENSG00000196498","NCOR2","12","protein_coding","nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]"
"ENSG00000275967","MIR6880","12","miRNA","microRNA 6880 [Source:HGNC Symbol;Acc:HGNC:50187]"
"ENSG00000255965","AC073916.1","12","processed_pseudogene","chromosome 12 open reading frame 10 (C12orf10) pseudogene"
"ENSG00000214650","AC073592.1","12","lncRNA","novel transcript"
"ENSG00000279527","AC073592.7","12","TEC","novel transcript"
"ENSG00000279071","AC073592.3","12","TEC","novel transcript"
"ENSG00000280354","AC073592.9","12","TEC","novel transcript"
"ENSG00000279121","AC073592.5","12","TEC","novel transcript"
"ENSG00000279334","AC073592.6","12","TEC","novel transcript"
"ENSG00000280097","AC073592.8","12","TEC","novel transcript"
"ENSG00000278973","AC073592.2","12","TEC","novel transcript"
"ENSG00000280444","AC073592.10","12","TEC","novel transcript"
"ENSG00000279087","AC073592.4","12","TEC","novel transcript"
"ENSG00000279931","AC073593.1","12","TEC","novel transcript"
"ENSG00000073060","SCARB1","12","protein_coding","scavenger receptor class B member 1 [Source:HGNC Symbol;Acc:HGNC:1664]"
"ENSG00000287242","AC073593.2","12","lncRNA","novel transcript, antisense to SCARB1"
"ENSG00000252008","RNU6-927P","12","snRNA","RNA, U6 small nuclear 927, pseudogene [Source:HGNC Symbol;Acc:HGNC:47890]"
"ENSG00000150991","UBC","12","protein_coding","ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]"
"ENSG00000265345","MIR5188","12","miRNA","microRNA 5188 [Source:HGNC Symbol;Acc:HGNC:43502]"
"ENSG00000241129","RPL22P19","12","transcribed_processed_pseudogene","ribosomal protein L22 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36567]"
"ENSG00000150990","DHX37","12","protein_coding","DEAH-box helicase 37 [Source:HGNC Symbol;Acc:HGNC:17210]"
"ENSG00000184992","BRI3BP","12","protein_coding","BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]"
"ENSG00000280634","THRIL","12","lncRNA","TNF and HNRNPL related immunoregulatory long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:49503]"
"ENSG00000256093","AC122688.1","12","processed_pseudogene","translocase of outer mitochondrial membrane 6 homolog (yeast) (TOMM6) pseudogene"
"ENSG00000081760","AACS","12","protein_coding","acetoacetyl-CoA synthetase [Source:HGNC Symbol;Acc:HGNC:21298]"
"ENSG00000279233","AC122688.3","12","TEC","novel transcript"
"ENSG00000256814","AC122688.2","12","lncRNA","novel transcript"
"ENSG00000287240","AC122688.5","12","lncRNA","novel transcript"
"ENSG00000280117","AC122688.4","12","TEC","novel transcript"
"ENSG00000139364","TMEM132B","12","protein_coding","transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]"
"ENSG00000279462","AC093028.1","12","TEC","novel transcript"
"ENSG00000280125","AC005252.2","12","TEC","novel transcript"
"ENSG00000286209","AC005252.4","12","lncRNA","novel transcript"
"ENSG00000280415","AC005252.3","12","TEC","novel transcript"
"ENSG00000271184","AC005252.1","12","processed_pseudogene","CTAGE family, member 9 (CTAGE9) pseudogene"
"ENSG00000249267","LINC00939","12","lncRNA","long intergenic non-protein coding RNA 939 [Source:HGNC Symbol;Acc:HGNC:48631]"
"ENSG00000275212","LINC02826","12","lncRNA","long intergenic non-protein coding RNA 2826 [Source:HGNC Symbol;Acc:HGNC:54357]"
"ENSG00000284848","LINC02359","12","lncRNA","long intergenic non-protein coding RNA 2359 [Source:HGNC Symbol;Acc:HGNC:53280]"
"ENSG00000280364","AC005858.2","12","TEC","novel transcript"
"ENSG00000280398","AC005858.3","12","TEC","novel transcript"
"ENSG00000280272","AC005858.1","12","TEC","novel transcript"
"ENSG00000286386","AC005888.1","12","lncRNA","novel transcript"
"ENSG00000255595","AC007368.1","12","lncRNA","uncharacterized LOC101927531 [Source:NCBI gene;Acc:101927531]"
"ENSG00000256494","LINC02825","12","lncRNA","long intergenic non-protein coding RNA 2825 [Source:HGNC Symbol;Acc:HGNC:27477]"
"ENSG00000214043","LINC02347","12","lncRNA","long intergenic non-protein coding RNA 2347 [Source:HGNC Symbol;Acc:HGNC:53269]"
"ENSG00000256125","AC005868.1","12","processed_pseudogene","family with sequence similarity 32, member A (FAM32A) pseudogene"
"ENSG00000255853","AC006065.1","12","processed_pseudogene","novel pseudogene"
"ENSG00000256310","NDUFA5P6","12","processed_pseudogene","NADH:ubiquinone oxidoreductase subunit A5 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:48848]"
"ENSG00000256732","AC006065.4","12","lncRNA","novel transcript"
"ENSG00000255900","AC006065.2","12","processed_pseudogene","riboflavin kinase (RFK) pseudogene"
"ENSG00000255944","AC006065.3","12","lncRNA","novel transcript"
"ENSG00000278866","AC006065.5","12","TEC","novel transcript"
"ENSG00000279171","AC006065.6","12","TEC","novel transcript"
"ENSG00000255998","LINC02824","12","lncRNA","long intergenic non-protein coding RNA 2824 [Source:HGNC Symbol;Acc:HGNC:54356]"
"ENSG00000189238","LINC00943","12","lncRNA","long intergenic non-protein coding RNA 943 [Source:HGNC Symbol;Acc:HGNC:48639]"
"ENSG00000256128","LINC00944","12","lncRNA","long intergenic non-protein coding RNA 944 [Source:HGNC Symbol;Acc:HGNC:48640]"
"ENSG00000255923","AC078878.1","12","processed_pseudogene","transmembrane protein 132B (TMEM132B) pseudogene"
"ENSG00000249873","LINC02372","12","lncRNA","long intergenic non-protein coding RNA 2372 [Source:HGNC Symbol;Acc:HGNC:53294]"
"ENSG00000256286","AC078878.2","12","lncRNA","novel transcript"
"ENSG00000257021","HSPE1P20","12","processed_pseudogene","heat shock protein family E (Hsp10) member 1 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:49339]"
"ENSG00000249345","LINC02405","12","lncRNA","long intergenic non-protein coding RNA 2405 [Source:HGNC Symbol;Acc:HGNC:53333]"
"ENSG00000286016","AC079949.3","12","lncRNA","novel transcript"
"ENSG00000256001","AC079949.1","12","lncRNA","novel transcript"
"ENSG00000286791","AC079949.5","12","lncRNA","novel transcript"
"ENSG00000278266","AC079949.2","12","lncRNA","novel transcript"
"ENSG00000287339","AC079949.6","12","lncRNA","novel transcript"
"ENSG00000256292","LINC02376","12","lncRNA","long intergenic non-protein coding RNA 2376 [Source:HGNC Symbol;Acc:HGNC:53298]"
"ENSG00000256496","AC073913.1","12","unprocessed_pseudogene","transmembrane protein 132B (TMEM132B) pseudogene"
"ENSG00000253089","RNU1-104P","12","snRNA","RNA, U1 small nuclear 104, pseudogene [Source:HGNC Symbol;Acc:HGNC:48446]"
"ENSG00000256362","LINC02375","12","lncRNA","long intergenic non-protein coding RNA 2375 [Source:HGNC Symbol;Acc:HGNC:53297]"
"ENSG00000256502","AC073913.2","12","processed_pseudogene","transmembrane protein 132B (TMEM 132B) pseudogene"
"ENSG00000280024","AC048347.1","12","TEC","novel transcript"
"ENSG00000287365","AC068787.4","12","lncRNA","novel transcript"
"ENSG00000279952","AC068787.1","12","TEC","novel transcript"
"ENSG00000287112","AC068787.3","12","lncRNA","novel transcript"
"ENSG00000286922","AC068787.2","12","lncRNA","novel transcript"
"ENSG00000287622","AC068787.5","12","lncRNA","novel transcript"
"ENSG00000255945","AC025252.1","12","lncRNA","novel transcript"
"ENSG00000199584","Y_RNA","12","misc_RNA","Y RNA [Source:RFAM;Acc:RF00019]"
"ENSG00000257035","AC025252.2","12","unprocessed_pseudogene","Transmembrane protein 132B (TMEM132B) pseudogene"
"ENSG00000256022","LINC02411","12","lncRNA","long intergenic non-protein coding RNA 2411 [Source:HGNC Symbol;Acc:HGNC:53340]"
"ENSG00000286662","AC025160.1","12","lncRNA","novel transcript"
"ENSG00000279475","AC087894.2","12","TEC","novel transcript"
